id;name;host_id;host_name;neighbourhood_group;neighbourhood;city;room_type;price;usd;minimum_nights;number_of_reviews;calculated_host_listings_count;availability_365;tipo disponibilidad;tipo host
36864706;Spacious modern flat in a lively area;25384210;Helene;-;TORTONA;Milán;Entire home/apt;130;150,8;2;2;10;8;Disponibilidad baja;profesional
36865960;Venere apartament;123837801;Viviana;-;STADERA;Milán;Entire home/apt;70;81,2;1;1;4;365;Disponibilidad alta;profesional
36866158;AMAZING DESIGN 200mq LOFT;27148196;Giacomo;-;SCALO ROMANA;Milán;Entire home/apt;90;104,4;2;2;1;180;Disponibilidad media;particular
36866901;THE OVERLOOK. Wonderful flat in Milan city centre!;277091158;Matteo Francesco;-;BRERA;Milán;Entire home/apt;55;63,8;2;27;1;296;Disponibilidad alta;particular
36868388;Appartamento accessibile e spazioso con terrazzo;277105181;Massimo;-;PADOVA;Milán;Entire home/apt;60;69,6;1;6;1;0;Disponibilidad baja;particular
36869120;Sant'Ambrogio design apartment;21754562;Chiara & Roberto;-;MAGENTA - S. VITTORE;Milán;Entire home/apt;110;127,6;29;0;104;241;Disponibilidad alta;profesional
36869786;Santa Rita Spot;277117293;Donatella;-;RONCHETTO SUL NAVIGLIO;Milán;Entire home/apt;38;44,08;2;3;1;347;Disponibilidad alta;particular
36872121;Accogliente e Luminoso bilocale in Brera;36788421;BnButler;-;BRERA;Milán;Entire home/apt;112;129,92;1;9;16;0;Disponibilidad baja;profesional
36872829;Singola in zona Isola 10 min di metro da Duomo;277139019;Irene;-;MACIACHINI - MAGGIOLINA;Milán;Private room;110;127,6;3;0;1;58;Disponibilidad baja;particular
36873039;Bilocale luminoso e silenzioso;12028743;Attilio Marco;-;PARCO DELLE ABBAZIE;Milán;Private room;50;58;1;0;2;27;Disponibilidad baja;particular
36879038;Sempione Deluxe Apartment;277191977;Peter;-;SARPI;Milán;Entire home/apt;75;87;25;0;1;90;Disponibilidad baja;particular
36879535;Cozy & Comfortable Room;152053745;Azadeh;-;CITTA' STUDI;Milán;Private room;55;63,8;2;4;1;90;Disponibilidad baja;particular
36892476;HomeLovers Center - White House Fontana -;59426118;Homelovers;-;GUASTALLA;Milán;Entire home/apt;94;109,04;2;2;16;0;Disponibilidad baja;profesional
36897790;Elegant Loft Duomo in Amazing 1600 Ex-Convent;158317747;Giulio;-;DUOMO;Milán;Entire home/apt;80;92,8;15;8;29;54;Disponibilidad baja;profesional
36904390;Urban Lodging Central x 5 people 015146-CNI-02553;277299932;Pierpaolo;-;CITTA' STUDI;Milán;Entire home/apt;60;69,6;3;1;1;108;Disponibilidad media;particular
36906878;Boutique-Home @ Duomo and Bocconi university!;255399441;Carmela;-;VIGENTINA;Milán;Entire home/apt;60;69,6;2;3;2;46;Disponibilidad baja;particular
36928329;Chambre privée;57077329;Constance;-;VIGENTINA;Milán;Private room;45;52,2;7;0;1;0;Disponibilidad baja;particular
36930872;Classy apt 6 minutes walk from Milano Centrale St.;5613348;Lorenzo;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;200;232;1;3;1;365;Disponibilidad alta;particular
36932941;Fontana Homes Yellow;35876124;Homes International;-;GUASTALLA;Milán;Entire home/apt;113;131,08;1;0;1;333;Disponibilidad alta;particular
36935977;Double room in beautiful Porta Venezia;207123521;Francesca;-;BUENOS AIRES - VENEZIA;Milán;Private room;65;75,4;1;10;1;21;Disponibilidad baja;particular
36939812;MicroLoft - M1 Bande Nere - Nuovo!!!;47925373;Daniele & Elsa;-;BANDE NERE;Milán;Entire home/apt;55;63,8;10;3;2;54;Disponibilidad baja;particular
36943512;TERRACE on MILAN - Naviglio pavese;277711673;Cinzia;-;NAVIGLI;Milán;Entire home/apt;100;116;3;58;1;12;Disponibilidad baja;particular
36967675;Vecchia Milano cosy flat;29931623;Francesca;-;ISOLA;Milán;Entire home/apt;68;78,88;2;7;1;25;Disponibilidad baja;particular
36972163;Appartamento ristrutturato via Paolo Sarpi Milano;23560393;Patrizia;-;SARPI;Milán;Entire home/apt;150;174;1;0;2;89;Disponibilidad baja;particular
36972377;The house of the ficus benjamin;64527952;Valerio;-;GARIBALDI REPUBBLICA;Milán;Entire home/apt;70;81,2;10;0;2;0;Disponibilidad baja;particular
36972491;Casa indipendente via zumbini milano zona  iulm;23560393;Patrizia;-;S. CRISTOFORO;Milán;Entire home/apt;45;52,2;3;1;2;364;Disponibilidad alta;particular
36989339;Typical Apartment on River Naviglio / Darsena;230140176;Youhosty;-;NAVIGLI;Milán;Entire home/apt;83;96,28;2;5;60;357;Disponibilidad alta;profesional
36995492;A CASA DI ARA: Studio 2 minutes from the subway;66852472;Regina;-;SELINUNTE;Milán;Entire home/apt;43;49,88;1;29;1;256;Disponibilidad alta;particular
36995985;Milano Yesterday;31585861;Andrea;-;NAVIGLI;Milán;Entire home/apt;115;133,4;2;3;3;304;Disponibilidad alta;profesional
36996850;mora13suite;278152952;Paolo;-;DUOMO;Milán;Entire home/apt;141;163,56;1;11;1;101;Disponibilidad media;particular
36997226;Blue House  Prestige - Central Station;58030794;Andrea;-;CENTRALE;Milán;Entire home/apt;108;125,28;1;2;43;190;Disponibilidad alta;profesional
37003164;Camera privata matrimoniale zona Buenos Aires;33585529;Pina;-;BUENOS AIRES - VENEZIA;Milán;Private room;65;75,4;1;0;1;0;Disponibilidad baja;particular
37003681;Nella 'Studio;278201675;Antonella;-;MAGGIORE - MUSOCCO;Milán;Entire home/apt;35;40,6;2;22;1;0;Disponibilidad baja;particular
37010332;Little studio in central Milan;187933203;Nadia;-;GRECO;Milán;Entire home/apt;45;52,2;2;25;1;0;Disponibilidad baja;particular
37017577;4 tiri a testa;278317565;Lorenzo;-;MAGENTA - S. VITTORE;Milán;Entire home/apt;400;464;6;3;1;365;Disponibilidad alta;particular
37018808;Woodhouse / Iconic Milano city center penthouse;108175679;Thibault;-;DUOMO;Milán;Entire home/apt;100;116;2;9;1;0;Disponibilidad baja;particular
37021589;Milano central flat(2 bedrooms) near Udine station;238043554;云桓;-;PADOVA;Milán;Entire home/apt;100;116;30;1;1;90;Disponibilidad baja;particular
37028800;Zaffiro apartment;194046282;Manuela;-;RONCHETTO SUL NAVIGLIO;Milán;Entire home/apt;40;46,4;1;61;2;9;Disponibilidad baja;particular
37030926;Beautiful apartment with studio in Corso Lodi;4417813;The Best Rent;-;LODI - CORVETTO;Milán;Entire home/apt;115;133,4;1;0;118;312;Disponibilidad alta;profesional
37035528;Sweet Inn | Cozy 1BR Apt.  near Porta Romana;154144241;Sweet Inn;-;GUASTALLA;Milán;Entire home/apt;83;96,28;2;1;42;168;Disponibilidad media;profesional
37036239;Bamboo Milano TIcinese Studio;39237204;Bamboo Milano;-;TICINESE;Milán;Entire home/apt;75;87;2;5;5;0;Disponibilidad baja;profesional
37039203;Center Milan comfortable 3 rooms apartment!;44274467;Vicky;-;GHISOLFA;Milán;Entire home/apt;85;98,6;2;5;3;0;Disponibilidad baja;profesional
37039667;WINDOW OVER CENTRAL STATION;278488985;Indira;-;CENTRALE;Milán;Entire home/apt;62;71,92;2;1;2;168;Disponibilidad media;particular
37042985;Studio Melville;244713927;Shura;-;VIGENTINA;Milán;Entire home/apt;49;56,84;2;1;25;69;Disponibilidad baja;profesional
37043250;Studio Bergman;244713927;Shura;-;VIGENTINA;Milán;Entire home/apt;49;56,84;2;6;25;79;Disponibilidad baja;profesional
37047349;Bilocale In quartiere Loreto;103116200;Maria;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;59;68,44;3;2;1;89;Disponibilidad baja;particular
37072058;Elena's place, a quiet&comfortable stay in Milan;257696633;Elena;-;GRECO;Milán;Entire home/apt;47;54,52;1;32;1;124;Disponibilidad media;particular
37072293;Стильная квартира/Cozy flat-15 min from Duomo;5126927;Alexandra;-;LODI - CORVETTO;Milán;Entire home/apt;60;69,6;2;2;1;0;Disponibilidad baja;particular
37075723;ALTIDO Fashion Disctrict Apartment with Balconies;83502750;Davide;-;BRERA;Milán;Entire home/apt;347;402,52;1;17;12;0;Disponibilidad baja;profesional
37077317;DUOMO DELUXE ROOM;165351128;Gianluca Ed Elena;-;DUOMO;Milán;Entire home/apt;66;76,56;2;0;15;344;Disponibilidad alta;profesional
37082405;Chic Liberty Attic in Mid-century Milan;278921376;Mara;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;72;83,52;2;14;1;0;Disponibilidad baja;particular
37100142;City Center Flat with Private Parking;21309001;Laura;-;XXII MARZO;Milán;Entire home/apt;100;116;1;31;1;35;Disponibilidad baja;particular
37105835;Appartamento trilocale recentemente riarredato;44198969;Roberto;-;LORENTEGGIO;Milán;Entire home/apt;37;42,92;7;6;1;0;Disponibilidad baja;particular
37112637;Amazing flat near Bocconi, Naba, Navigli district;279153272;Giorgio;-;TIBALDI;Milán;Entire home/apt;33;38,28;4;0;1;332;Disponibilidad alta;particular
37114356;Luxury,new, 2 bedrooms  apartment (kosher area);13274327;Debora;-;BANDE NERE;Milán;Entire home/apt;190;220,4;1;0;3;304;Disponibilidad alta;profesional
37114967;Wonderful flat milano city center;212521821;Alessandro;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;150;174;1;11;1;0;Disponibilidad baja;particular
37118645;LOVELYLOFT, peaceful and romantic, Naviglio Grande;7844269;Claudia;-;NAVIGLI;Milán;Entire home/apt;89;103,24;1;22;15;159;Disponibilidad media;profesional
37122713;Milan Downtown Flat, 1 bedroom, accomodates 4;279234276;Leonardo;-;WASHINGTON;Milán;Entire home/apt;120;139,2;3;0;1;83;Disponibilidad baja;particular
37132176;Appartamento via Savona Milano terrazzo sul verde;13850192;Piergiuseppe;-;GIAMBELLINO;Milán;Entire home/apt;80;92,8;2;20;1;154;Disponibilidad media;particular
37133160;Intimo e luminoso bilocale in zona ben servita;10278750;Carlotta;-;MAGGIORE - MUSOCCO;Milán;Entire home/apt;45;52,2;2;11;1;48;Disponibilidad baja;particular
37136814;Milano Today;31585861;Andrea;-;NAVIGLI;Milán;Entire home/apt;110;127,6;2;1;3;137;Disponibilidad media;profesional
37145895;☆ Smart & Relax ☆ Milano City Life - Sempione;227119841;Inida;-;SARPI;Milán;Entire home/apt;59;68,44;2;43;1;149;Disponibilidad media;particular
37154243;Room in Old Milano-style house in NoLo area;39608314;Lorenzo;-;PADOVA;Milán;Private room;25;29;1;5;1;0;Disponibilidad baja;particular
37169509;Appartamento Bilocale su due livelli spazioso;4129653;Alessia;-;LORETO;Milán;Entire home/apt;100;116;1;0;1;0;Disponibilidad baja;particular
37171147;Insubria Apartment;244713927;Shura;-;UMBRIA - MOLISE;Milán;Entire home/apt;46;53,36;2;1;25;14;Disponibilidad baja;profesional
37175561;BePlace Marco Polo Apartment 1;266540769;BePlace;-;GARIBALDI REPUBBLICA;Milán;Entire home/apt;168;194,88;1;20;7;0;Disponibilidad baja;profesional
37176193;NAVIGLI HOUSE MILAN;215255037;Davide;-;TIBALDI;Milán;Entire home/apt;95;110,2;1;0;1;0;Disponibilidad baja;particular
37177808;Open space nel cuore dei Navigli;279762020;ChiaraeGiulio;-;NAVIGLI;Milán;Entire home/apt;60;69,6;2;42;1;0;Disponibilidad baja;particular
37179512;Silent studio Trendy Isola Garibaldi Metro stop;158317747;Giulio;-;ISOLA;Milán;Entire home/apt;50;58;20;38;29;130;Disponibilidad media;profesional
37198535;Central City Sempione Apartment;162434436;Nelia Marta;-;SARPI;Milán;Private room;50;58;2;1;1;363;Disponibilidad alta;particular
37203686;EXCLUSIVE CENTRAL APT LIFT & PRIVATE CAR PARK;39470220;Casadasta;-;MAGENTA - S. VITTORE;Milán;Entire home/apt;500;580;5;0;1;332;Disponibilidad alta;particular
37206263;Comfortable Modern Flat @ Milano Lambrate;111362251;Mirko;-;CITTA' STUDI;Milán;Entire home/apt;120;139,2;1;0;2;180;Disponibilidad media;particular
37206524;Marco Aurelio Apartment;244713927;Shura;-;LORETO;Milán;Entire home/apt;69;80,04;2;5;25;84;Disponibilidad baja;profesional
37206999;Small modern flat 20 min by walk from city center;47816809;Giulio;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;68;78,88;1;9;1;0;Disponibilidad baja;particular
37210966;Appartamento 21;9407217;Donata;-;BANDE NERE;Milán;Entire home/apt;68;78,88;2;17;1;1;Disponibilidad baja;particular
37211677;La Dolce Vita;280115460;Anna;-;UMBRIA - MOLISE;Milán;Entire home/apt;80;92,8;3;50;1;218;Disponibilidad alta;particular
37226719;cedro del Libano ottima posizione lavoro turismo;36286861;Annelise;-;CORSICA;Milán;Private room;66;76,56;1;21;1;333;Disponibilidad alta;particular
37229647;Sleeping at the top of Milan! Panoramic flat;4232184;Andrea;-;STADERA;Milán;Private room;40;46,4;1;1;1;363;Disponibilidad alta;particular
37232914;BePlace Marco Polo Apartment 2;266540769;BePlace;-;GARIBALDI REPUBBLICA;Milán;Entire home/apt;168;194,88;1;5;7;0;Disponibilidad baja;profesional
37236666;Family Room@Ostello Bello - Welcome Drink;62404748;Ostello Bello;-;DUOMO;Milán;Hotel room;143;165,88;1;0;6;249;Disponibilidad alta;profesional
37236987;Viale Corsica Flat near Linate - Two Terraces;16366171;Cleanbnb;-;CORSICA;Milán;Entire home/apt;54;62,64;1;6;81;250;Disponibilidad alta;profesional
37269523;Cozy private room near center (M3 Brenta);280573246;Tuan;-;LODI - CORVETTO;Milán;Private room;25;29;2;4;2;0;Disponibilidad baja;particular
37273573;❀Gorgeous flat in a Quiet Area❀;280340357;Gabriele;-;GHISOLFA;Milán;Entire home/apt;46;53,36;1;1;1;0;Disponibilidad baja;particular
37278121;Bright and comfortable center Milano;44274467;Vicky;-;NIGUARDA - CA' GRANDA;Milán;Entire home/apt;100;116;2;6;3;0;Disponibilidad baja;profesional
37280138;Monolocale sul parco Milano Metro PortaVittoria;667092;An To;-;XXII MARZO;Milán;Entire home/apt;83;96,28;3;2;3;88;Disponibilidad baja;profesional
37280735;Monolocale Design Week2021 Salone del Mobile 2021;667092;An To;-;XXII MARZO;Milán;Entire home/apt;140;162,4;7;0;3;0;Disponibilidad baja;profesional
37281292;Cavalli e segugi;16415078;Simona;-;BRERA;Milán;Entire home/apt;100;116;2;18;7;117;Disponibilidad media;profesional
37283364;Cheap apartment;43052077;Alexandros;-;PADOVA;Milán;Entire home/apt;40;46,4;2;2;2;178;Disponibilidad media;particular
37289061;Elegante ed unico appartamento a Finale ligure;10699967;Antonio;-;RIPAMONTI;Milán;Entire home/apt;250;290;14;0;1;88;Disponibilidad baja;particular
37289895;Bovisa Politecnico Apartment;138288405;Gg;-;BOVISA;Milán;Entire home/apt;99;114,84;1;20;15;0;Disponibilidad baja;profesional
37308173;Angelica House Milano Loreto;14776230;Angela;-;PADOVA;Milán;Hotel room;86;99,76;1;2;5;32;Disponibilidad baja;profesional
37312940;ALTIDO Galleria A1;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;148;171,68;1;1;33;313;Disponibilidad alta;profesional
37313491;ALTIDO Galleria A2;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;148;171,68;1;3;33;295;Disponibilidad alta;profesional
37313550;ALTIDO Galleria A3;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;154;178,64;1;3;33;305;Disponibilidad alta;profesional
37313642;ALTIDO Galleria A4;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;152;176,32;1;5;33;329;Disponibilidad alta;profesional
37313720;ALTIDO Galleria A5;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;145;168,2;2;0;33;263;Disponibilidad alta;profesional
37313878;ALTIDO Galleria A6;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;152;176,32;2;0;33;341;Disponibilidad alta;profesional
37314046;ALTIDO Galleria G1;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;165;191,4;2;1;33;291;Disponibilidad alta;profesional
37314232;ALTIDO Galleria G2;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;158;183,28;2;2;33;320;Disponibilidad alta;profesional
37314426;ALTIDO Galleria G3;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;158;183,28;1;0;33;331;Disponibilidad alta;profesional
37314515;ALTIDO Galleria G4;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;160;185,6;1;0;33;316;Disponibilidad alta;profesional
37314977;ALTIDO Suite Galleria;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;213;247,08;1;21;33;304;Disponibilidad alta;profesional
37315017;Secret garden in the heart of Isola;6152450;Federica;-;ISOLA;Milán;Entire home/apt;76;88,16;2;23;1;0;Disponibilidad baja;particular
37316567;Vincenzo Monti Apartment (Metro Cadorna);280916130;Raffaella;-;MAGENTA - S. VITTORE;Milán;Entire home/apt;131;151,96;1;65;1;62;Disponibilidad baja;particular
37316599;ALTIDO Galleria - Suite Duomo;153371332;Boutique Hotels;-;DUOMO;Milán;Entire home/apt;199;230,84;1;4;33;320;Disponibilidad alta;profesional
37317009;ALTIDO FC Room A1-A2;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;300;348;1;0;33;278;Disponibilidad alta;profesional
37317250;ALTIDO FC Room A5-A6;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;304;352,64;1;0;33;257;Disponibilidad alta;profesional
37317495;ALTIDO Family Galleria Suite;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;382;443,12;1;0;33;266;Disponibilidad alta;profesional
37317720;ALTIDO Family Duomo Suite;153371332;Boutique Hotels;-;DUOMO;Milán;Private room;365;423,4;1;0;33;290;Disponibilidad alta;profesional
37318494;ALTIDO Galleria G1 T;153371332;Boutique Hotels;-;DUOMO;Milán;Hotel room;326;378,16;1;0;33;0;Disponibilidad baja;profesional
37318643;ALTIDO Galleria A6 T;153371332;Boutique Hotels;-;DUOMO;Milán;Hotel room;326;378,16;1;0;33;0;Disponibilidad baja;profesional
37323890;new flat  station central;26724588;Daniel;-;MACIACHINI - MAGGIOLINA;Milán;Entire home/apt;50;58;1;2;5;341;Disponibilidad alta;profesional
37327633;Brera Design Loft;278275652;Manuela;-;BRERA;Milán;Entire home/apt;90;104,4;1;3;1;1;Disponibilidad baja;particular
37328468;Single room with balcony;262364460;Kaiwen;-;RIPAMONTI;Milán;Private room;40;46,4;200;1;1;365;Disponibilidad alta;particular
37342535;Single room, well connected 24/7;108545878;Abhishek;-;BOVISA;Milán;Private room;22;25,52;1;16;1;0;Disponibilidad baja;particular
37343393;Cosy modern apartment nearby the heart of Milan;67868382;Federico;-;XXII MARZO;Milán;Entire home/apt;80;92,8;2;3;1;28;Disponibilidad baja;particular
37343412;PrimoPiano - Sammartini Flat;2504885;Simone;-;CENTRALE;Milán;Entire home/apt;122;141,52;2;52;51;53;Disponibilidad baja;profesional
37350219;Bunked bed in shared bedroom (3 beds) near center;280573246;Tuan;-;LODI - CORVETTO;Milán;Shared room;15;17,4;2;0;2;0;Disponibilidad baja;particular
37355500;Head in the clouds penthouse_North Of LOreto;34415178;Memè;-;PADOVA;Milán;Private room;65;75,4;1;36;1;350;Disponibilidad alta;particular
37373834;Domenichino Apartment;19028489;Alessia;-;DE ANGELI - MONTE ROSA;Milán;Entire home/apt;74;85,84;1;5;46;263;Disponibilidad alta;profesional
37374116;Settembrini Central Apt;19028489;Alessia;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;80;92,8;1;0;46;0;Disponibilidad baja;profesional
37374432;Brera Mercato 24;19028489;Alessia;-;BRERA;Milán;Entire home/apt;72;83,52;1;2;46;220;Disponibilidad alta;profesional
37377613;ALTIDO Wooden Guerrini Apartment;83502750;Davide;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;79;91,64;1;2;12;187;Disponibilidad alta;profesional
37378508;ALTIDO Modern Apartment with the View to the Vertical Forest;18593362;Hintown;-;ISOLA;Milán;Entire home/apt;106;122,96;1;2;26;0;Disponibilidad baja;profesional
37380542;Italianway - Durini 23;27693585;Italianway;-;DUOMO;Milán;Entire home/apt;184;213,44;1;0;314;82;Disponibilidad baja;profesional
37383189;Homeathotel - Morosini 12 Studio;19028489;Alessia;-;XXII MARZO;Milán;Entire home/apt;57;66,12;1;6;46;251;Disponibilidad alta;profesional
37383437;Trendy loft in Milano Chinatown;11480079;Francesco;-;SARPI;Milán;Entire home/apt;80;92,8;2;0;1;88;Disponibilidad baja;particular
37388367;Silenziosa e accogliente;258863291;Erica;-;CITTA' STUDI;Milán;Private room;53;61,48;2;0;1;87;Disponibilidad baja;particular
37392936;Charlie’s House;31009705;Charlie;-;VIALE MONZA;Milán;Private room;34;39,44;1;19;1;0;Disponibilidad baja;particular
37393468;Studio Isola;259379532;Davide;-;ISOLA;Milán;Entire home/apt;900;1044;1;2;4;89;Disponibilidad baja;profesional
37412352;Comfortable apt near Porta Venezia district;17558216;Luca;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;39;45,24;1;6;1;0;Disponibilidad baja;particular
37420589;Rembrandt Suite Milano;14743308;Jacopo;-;BANDE NERE;Milán;Entire home/apt;49;56,84;1;1;86;192;Disponibilidad alta;profesional
37421114;The loft in Brenta;2562581;Vincenzo;-;LODI - CORVETTO;Milán;Entire home/apt;100;116;2;0;1;180;Disponibilidad media;particular
37429533;Luxury Flat by Central Station / Unique View;2646488;Antonio;-;CENTRALE;Milán;Entire home/apt;95;110,2;2;11;4;36;Disponibilidad baja;profesional
37429725;Luxury Studio by Central Station / Newly Renovated;2646488;Antonio;-;CENTRALE;Milán;Entire home/apt;67;77,72;1;29;4;184;Disponibilidad alta;profesional
37439172;Attico di design Zona Navigli/Moda,Milano;155851178;Oscar;-;GIAMBELLINO;Milán;Entire home/apt;81;93,96;2;15;1;0;Disponibilidad baja;particular
37444876;New Apart 10 min from DUOMO;9364993;Julia;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;120;139,2;4;0;2;364;Disponibilidad alta;particular
37445027;New luxury apart center of Milan;9364993;Julia;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;170;197,2;3;6;2;364;Disponibilidad alta;particular
37449197;Bright double room;282409719;Sergei;-;BOVISA;Milán;Private room;28;32,48;4;0;1;0;Disponibilidad baja;particular
37450411;A room with garden view;126744286;Sara;-;WASHINGTON;Milán;Private room;74;85,84;2;8;1;88;Disponibilidad baja;particular
37451366;Amazing apartment near Duomo & Central Station;282436991;Paolo;-;BUENOS AIRES - VENEZIA;Milán;Entire home/apt;68;78,88;1;21;1;72;Disponibilidad baja;particular
37456613;Appartamento vicino la centrale;40018338;Esmeralda;-;CENTRALE;Milán;Private room;30;34,8;1;6;2;0;Disponibilidad baja;particular
37483459;Beautiful apartment near Bocconi university;4417813;The Best Rent;-;TIBALDI;Milán;Entire home/apt;216;250,56;1;2;118;203;Disponibilidad alta;profesional
37483465;camera 2;214200949;Michele;-;MACIACHINI - MAGGIOLINA;Milán;Private room;30;34,8;2;8;3;49;Disponibilidad baja;profesional
37483481;camera 1;214200949;Michele;-;MACIACHINI - MAGGIOLINA;Milán;Private room;38;44,08;2;8;3;49;Disponibilidad baja;profesional
37484595;Appartamento Ospedale San Raffaele;282782530;Nicola;-;ADRIANO;Milán;Entire home/apt;60;69,6;1;1;1;365;Disponibilidad alta;particular
37485527;Hemeras Boutique Homes: luxury central large flat;202523394;Hemeras Boutique;-;DUOMO;Milán;Entire home/apt;92;106,72;1;46;38;0;Disponibilidad baja;profesional
37485672;Il Giambelico del mondo. 10mins to via Tortona.;258602339;Dario;-;GIAMBELLINO;Milán;Entire home/apt;48;55,68;2;26;1;75;Disponibilidad baja;particular
37486285;Grazioso Bilocale  a due passi dalla M3 Corvetto.;282797806;Carmelo;-;LODI - CORVETTO;Milán;Entire home/apt;37;42,92;1;25;1;4;Disponibilidad baja;particular
37488186;"CASA VACANZA ""SOL"" MilanoDerganoM3 Entireapartment";282817795;Maria Magdalena;-;DERGANO;Milán;Entire home/apt;50;58;1;39;1;0;Disponibilidad baja;particular
37489733;@Milano Duomo Suite with lovely terrace;17023800;Stefania;-;DUOMO;Milán;Entire home/apt;80;92,8;3;23;36;276;Disponibilidad alta;profesional
37497142;Corso Como 8;206115285;Chiara;-;GARIBALDI REPUBBLICA;Milán;Entire home/apt;94;109,04;2;26;1;332;Disponibilidad alta;particular
37497684;Intero appartamento metro Comasina;31714241;Francesco Paolo;-;COMASINA;Milán;Entire home/apt;30;34,8;10;0;2;0;Disponibilidad baja;particular
37513287;Hidden Retreat near Duomo;230140176;Youhosty;-;DUOMO;Milán;Entire home/apt;170;197,2;1;16;60;333;Disponibilidad alta;profesional
37514361;Vittoria 4 - Available on request for long stays;206380158;Weekey Rentals;-;TICINESE;Milán;Entire home/apt;213;247,08;1;10;5;234;Disponibilidad alta;profesional
37514363;Vittoria 6 - Available on request for long stays;206380158;Weekey Rentals;-;TICINESE;Milán;Entire home/apt;275;319;1;15;5;224;Disponibilidad alta;profesional
37514476;Signorile arredato  vicino a metropolitana;23251591;Maria Teresa;-;XXII MARZO;Milán;Entire home/apt;51;59,16;4;5;2;156;Disponibilidad media;particular
37521997;Amazing appartment in Milan;151294073;Giulia;-;GRECO;Milán;Entire home/apt;63;73,08;1;1;1;180;Disponibilidad media;particular
37522512;FRANCESCA - 200 meters from the central station;1380892;Filiberto;-;CENTRALE;Milán;Entire home/apt;62;71,92;1;122;45;286;Disponibilidad alta;profesional
37522927;Navigli Design house with swimming pool;1836908;Yuri;-;NAVIGLI;Milán;Entire home/apt;95;110,2;2;2;2;294;Disponibilidad alta;particular
37528565;Bilocale spazioso con splendida vista su Milano;62953472;Christian;-;FORZE ARMATE;Milán;Entire home/apt;50;58;3;8;1;293;Disponibilidad alta;particular
37557034;"Piccola Stanza in appartamento da ""RE"" + bagno";133279707;Roberta;-;GHISOLFA;Milán;Private room;40;46,4;1;6;1;358;Disponibilidad alta;particular
37561267;1902 Milano Building;18276941;Chiara;-;NIGUARDA - CA' GRANDA;Milán;Entire home/apt;45;52,2;1;7;1;83;Disponibilidad baja;particular
37573187;Cozy equipped Monolocale;6462439;Vanessa;-;UMBRIA - MOLISE;Milán;Entire home/apt;36;41,76;2;15;1;10;Disponibilidad baja;particular
37575045;Cozy Apartment Prada Foundation;283129471;Ermes;-;LODI - CORVETTO;Milán;Entire home/apt;50;58;31;2;1;180;Disponibilidad media;particular
37577576;Spacious two bedrooms apartment near metro station;4417813;The Best Rent;-;DERGANO;Milán;Entire home/apt;194;225,04;1;1;118;287;Disponibilidad alta;profesional
37578452;Studio flat in the heart of Chinatown;27641429;Alberto;-;SARPI;Milán;Entire home/apt;61;70,76;2;11;1;359;Disponibilidad alta;particular
37579186;MilanHolidays Apartment.  2 bedrooms, 2 bathrooms.;280399750;Andrea;-;ROGOREDO;Milán;Entire home/apt;250;290;1;1;1;307;Disponibilidad alta;particular
37582201;Olgettina 5 San Raffaele Milano;279368187;Simona;-;PARCO LAMBRO - CIMIANO;Milán;Entire home/apt;80;92,8;6;0;2;345;Disponibilidad alta;particular
37589380;Wide and Bright two bedroom apartment;283982583;Leka;-;GUASTALLA;Milán;Entire home/apt;247;286,52;1;30;2;305;Disponibilidad alta;particular
37591155;Bilocale M3 Brenta  appena ristrutturato;283992102;Tommaso;-;LODI - CORVETTO;Milán;Entire home/apt;40;46,4;7;8;1;7;Disponibilidad baja;particular
37591739;Bicocca 23 sqm room, AC, WiFi, girls only;10583061;Laura;-;NIGUARDA - CA' GRANDA;Milán;Private room;19;22,04;30;0;3;27;Disponibilidad baja;profesional
37609747;Piranesi three-room apartment;19028489;Alessia;-;CORSICA;Milán;Entire home/apt;72;83,52;1;4;46;0;Disponibilidad baja;profesional
37610787;Lovely Studio Flat Porta Genova;21754562;Chiara & Roberto;-;NAVIGLI;Milán;Entire home/apt;100;116;29;0;104;269;Disponibilidad alta;profesional
